OTU	Size	Kingdom	Phylum	Class	Order	Family	Genus	bootstrap1	bootstrap2	bootstrap3	bootstrap4	bootstrap5	bootstrap6
Otu01445	69	Bacteria	Latescibacteria	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	100	100	100	100	100	100
Otu01447	69	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	100	100	100	100	100	100
Otu01448	69	Bacteria	Bacteroidetes	Cytophagia	Order_II	Rhodothermaceae	Rhodothermaceae_unclassified	100	100	100	100	100	100
Otu01449	69	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	100	100	100	100	100	100
Otu01450	69	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	100	99	99	99	99	99
Otu01452	69	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacteraceae_unclassified	100	100	100	99	95	87
Otu01453	69	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	WD2101_soil_group_unclassified	WD2101_soil_group_unclassified	100	100	100	100	100	100
Otu01454	69	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilineaceae_unclassified	100	100	100	100	100	100
Otu01455	69	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	100	100	100	99	99	99
Otu01456	69	Bacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	100	100	100	100	100	100
Otu01457	69	Bacteria	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	100	100	100	100	100	100
Otu01458	69	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_3	Clostridiisalibacter	100	100	100	100	100	100
Otu01459	69	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	100	100	100	100	100
Otu01460	68	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales_Incertae_Sedis	Steroidobacter	100	100	100	100	100	100
Otu01461	68	Bacteria	Actinobacteria	KIST-JJY010	KIST-JJY010_unclassified	KIST-JJY010_unclassified	KIST-JJY010_unclassified	100	100	100	100	100	100
Otu01462	68	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	100	100	100	100	100	100
Otu01463	68	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01464	68	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_unclassified	100	100	100	100	100	75
Otu01465	68	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	100	100	100	100	100
Otu01466	68	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	100	100	100	100	100	71
Otu01467	68	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fulvivirga	100	100	100	100	100	100
Otu01468	68	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_unclassified	Gemmatimonadetes_unclassified	Gemmatimonadetes_unclassified	100	67	67	65	65	65
Otu01469	68	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	Sva0996_marine_group_unclassified	100	100	100	100	89	89
Otu01470	68	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)_unclassified	SAR324_clade(Marine_group_B)_unclassified	100	100	100	NA	NA	NA
Otu01471	68	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_3	Clostridiaceae_3_unclassified	100	100	100	100	100	61
Otu01472	68	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified	100	100	100	100	100	100
Otu01473	68	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonosporaceae_unclassified	100	100	100	100	100	99
Otu01474	68	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina	100	100	100	100	100	100
Otu01475	68	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	100	100	100	100	100	52
Otu01476	68	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified	100	100	100	100	100	55
Otu01477	68	Bacteria	Hydrogenedentes	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified	100	100	100	100	100	100
Otu01478	68	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	100	100	100	100	100
Otu01479	68	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified	100	89	89	89	89	89
Otu01480	68	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	95	95	95	95
Otu01482	67	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Blfdi19_unclassified	100	100	100	100	100	100
Otu01483	67	Bacteria	Acidobacteria	Holophagae	Subgroup_10	ABS-19	ABS-19_unclassified	100	100	100	100	71	71
Otu01484	67	Bacteria	Latescibacteria	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	100	99	99	99	99	99
Otu01485	67	Bacteria	Acidobacteria	Acidobacteria	Subgroup_13	Subgroup_13_unclassified	Subgroup_13_unclassified	100	100	100	100	100	100
Otu01487	67	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	100	100	100	100	100	51
Otu01488	67	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	P3OB-42_unclassified	100	100	100	100	92	92
Otu01489	67	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinaceae_unclassified	100	100	100	100	95	84
Otu01490	67	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Alkaliphilus	100	100	100	100	96	96
Otu01491	67	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	100	100	100
Otu01492	67	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	100	100	100	100	100	100
Otu01493	67	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcaceae_unclassified	100	100	100	100	90	74
Otu01494	67	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deferrisoma	100	100	100	100	100	100
Otu01496	67	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	100	100	100	100	100
Otu01497	66	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified	GR-WP33-30_unclassified	100	100	100	100	100	100
Otu01499	66	Bacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	100	60	60	60	60	60
Otu01501	66	Bacteria	Actinobacteria	Actinobacteria	PeM15	PeM15_unclassified	PeM15_unclassified	100	100	100	100	100	100
Otu01502	66	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	GR-WP33-58_unclassified	100	100	100	100	81	81
Otu01503	66	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_3	Clostridiisalibacter	100	100	100	100	100	100
Otu01504	66	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	100	100	100	100	100	100
Otu01505	66	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	100	100	100	100	100
Otu01507	66	Bacteria	Bacteroidetes	Cytophagia	Order_II	Rhodothermaceae	Rhodothermaceae_unclassified	100	100	100	100	100	100
Otu01508	66	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified	GR-WP33-30_unclassified	100	100	100	100	100	100
Otu01509	66	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	100	100	100	100	100	70
Otu01510	66	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified	Gaiellales_unclassified	100	66	61	61	61	61
Otu01511	66	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified	Desulfuromonadales_unclassified	100	100	100	100	78	78
Otu01512	66	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	100	100	100	100	100	100
Otu01513	66	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332	Elev-16S-1332_unclassified	100	100	100	100	60	60
Otu01514	66	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	100	100	100	100	94	94
Otu01516	66	Bacteria	Bacteroidetes	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2_unclassified	Bacteroidetes_BD2-2_unclassified	Bacteroidetes_BD2-2_unclassified	100	100	100	100	100	100
Otu01517	66	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified	100	100	100	100	58	58
Otu01518	66	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	GR-WP33-58_unclassified	100	100	100	100	100	100
Otu01519	65	Bacteria	Acidobacteria	Holophagae	Subgroup_7	Subgroup_7_unclassified	Subgroup_7_unclassified	100	100	100	100	100	100
Otu01520	65	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	100	100	100
Otu01521	65	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella	100	100	100	100	100	100
Otu01522	65	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	MSBL7	100	100	100	100	100	93
Otu01523	65	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Mangroviflexus	100	100	100	100	100	100
Otu01524	65	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	100	100	100	100	100	100
Otu01525	65	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	100	100	100	100	100
Otu01526	65	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	100	100	100	100	100	100
Otu01528	65	Bacteria	Saccharibacteria	Saccharibacteria_unclassified	Saccharibacteria_unclassified	Saccharibacteria_unclassified	Saccharibacteria_unclassified	100	100	100	100	100	100
Otu01529	65	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01530	65	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01531	65	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiales_unclassified	Chlamydiales_unclassified	100	100	100	100	100	100
Otu01532	65	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	100	100	100
Otu01533	65	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	100	100	100	100	100	100
Otu01534	64	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_unclassified	JG30-KF-CM66_unclassified	JG30-KF-CM66_unclassified	100	100	100	100	100	100
Otu01535	64	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	BIrii41_unclassified	100	100	100	100	96	96
Otu01536	64	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	100	100	100
Otu01537	64	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified	100	100	100	100	100	100
Otu01538	64	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	100	100	100	100	100	100
Otu01540	64	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	100	100	100	100	100	100
Otu01541	64	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Porifericola	100	100	100	100	100	100
Otu01542	64	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified	100	100	100	100	100	94
Otu01543	64	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified	100	100	100	75	75	75
Otu01544	64	Bacteria	Omnitrophica	NPL-UPA2	NPL-UPA2_unclassified	NPL-UPA2_unclassified	NPL-UPA2_unclassified	100	100	100	100	100	100
Otu01545	64	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales_unclassified	Acidimicrobiales_unclassified	100	100	97	97	93	93
Otu01546	64	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilineaceae_unclassified	100	85	82	82	82	82
Otu01547	64	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified	100	100	100	100	100	100
Otu01549	64	Bacteria	Acidobacteria	Acidobacteria	Subgroup_17	Subgroup_17_unclassified	Subgroup_17_unclassified	100	100	100	100	100	100
Otu01550	64	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified	100	100	94	94	94	94
Otu01551	64	Bacteria	Proteobacteria	Gammaproteobacteria	Sva0071	Sva0071_unclassified	Sva0071_unclassified	100	100	100	100	100	100
Otu01552	64	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	MSBL7	100	100	100	100	100	100
Otu01553	64	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacteraceae_unclassified	100	100	100	100	100	77
Otu01554	63	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	100	100	100	100	100	100
Otu01555	63	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	100	100	100
Otu01556	63	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified	100	100	100	88	66	66
Otu01558	63	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	100	100	100	100	70	51
Otu01559	63	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	100	100	100	100	100	100
Otu01560	63	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	66	66	66	66	66
Otu01561	63	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group_unclassified	PAUC43f_marine_benthic_group_unclassified	100	100	100	100	100	100
Otu01562	63	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	100	100	100	100	77	77
Otu01563	63	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium	100	100	100	100	100	100
Otu01564	63	Bacteria	Bacteroidetes	Cytophagia	Order_II	Rhodothermaceae	Rhodothermaceae_unclassified	100	100	100	100	100	100
Otu01565	63	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	100	100	100	100	100	99
Otu01566	63	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	CCM11a_unclassified	CCM11a_unclassified	100	100	100	100	100	100
Otu01567	63	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	100	100	100	100	100	100
Otu01568	63	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	100	100	100	100	100	100
Otu01569	63	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade_unclassified	SAR202_clade_unclassified	SAR202_clade_unclassified	100	99	99	99	99	99
Otu01570	63	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified	100	100	100	100	100	100
Otu01571	63	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilineaceae_unclassified	100	100	100	100	100	100
Otu01572	62	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified	GR-WP33-30_unclassified	100	100	100	100	100	100
Otu01573	62	Bacteria	Armatimonadetes	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified	100	97	91	91	91	91
Otu01574	62	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclassified	100	100	100	100	100	99
Otu01575	62	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified	100	100	60	60	60	60
Otu01576	62	Bacteria	Chloroflexi	S085	S085_unclassified	S085_unclassified	S085_unclassified	100	100	100	100	100	100
Otu01578	62	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332	Elev-16S-1332_unclassified	100	100	100	100	100	100
Otu01580	62	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	57	57	57	57	57
Otu01581	62	Bacteria	Acidobacteria	Holophagae	Subgroup_10	CA002	CA002_unclassified	100	100	100	100	100	100
Otu01582	62	Bacteria	Bacteroidetes	Cytophagia	Order_III	Unknown_Family	Fodinibius	100	100	100	100	100	100
Otu01583	62	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Blfdi19_unclassified	100	100	100	100	100	100
Otu01584	62	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacterium	100	100	100	100	89	71
Otu01585	62	Bacteria	Bacteroidetes	Cytophagia	Order_II	Rhodothermaceae	Rhodothermaceae_unclassified	100	100	100	100	100	100
Otu01586	62	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	100	100	100	100	100	100
Otu01587	61	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group_unclassified	PAUC43f_marine_benthic_group_unclassified	100	100	100	100	100	100
Otu01588	61	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	GR-WP33-58_unclassified	100	100	100	100	100	100
Otu01590	61	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae_unclassified	100	100	100	100	100	99
Otu01591	61	Bacteria	Acidobacteria	Acidobacteria	Subgroup_12	Subgroup_12_unclassified	Subgroup_12_unclassified	100	100	100	100	100	100
Otu01592	61	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified	Desulfuromonadales_unclassified	100	100	100	100	60	60
Otu01593	61	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	100	100	100	100	100
Otu01594	61	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01595	61	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_unclassified	Betaproteobacteria_unclassified	Betaproteobacteria_unclassified	100	100	100	100	100	100
Otu01596	61	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	100	100	100	100	100	100
Otu01598	61	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	100	100	99	99	99	99
Otu01599	61	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_3	Clostridiisalibacter	100	100	100	100	100	100
Otu01600	61	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_unclassified	Myxococcales_unclassified	100	100	100	56	56	56
Otu01601	61	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta_2	100	100	100	100	100	100
Otu01602	61	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	Sva0996_marine_group_unclassified	100	100	100	100	100	100
Otu01603	61	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	OM1_clade_unclassified	100	100	100	100	100	100
Otu01604	61	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01606	61	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group_unclassified	PAUC43f_marine_benthic_group_unclassified	100	100	100	100	100	100
